Quantity good: 2000;;;;;;;;;;
Quantity bad: 155;;;;;;;;;;
Date time from: 1.1.2026 ?. 6:00:00 to: 22.1.2026 ?. 6:00:00;;;;;;;;;;
Date, time;Station number;Station Decription;Ident-Nr.;DeviceNr.;Status;Workorder number;Failure Componant;Station Number Diag.;;pass
2026.01.15 16:12:26;ICT.551;In-circuit test;2060126105645503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:12:26;ICT.551;In-circuit test;2060126105645502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:12:25;ICT.551;In-circuit test;2060126105645501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:11:34;ICT.551;In-circuit test;2060126105604504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:11:34;ICT.551;In-circuit test;2060126105604503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:11:34;ICT.551;In-circuit test;2060126105604502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:11:34;ICT.551;In-circuit test;2060126105604501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:10:43;ICT.551;In-circuit test;2060126105524504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:10:43;ICT.551;In-circuit test;2060126105524503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:10:43;ICT.551;In-circuit test;2060126105524502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:10:42;ICT.551;In-circuit test;2060126105524501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:52;ICT.551;In-circuit test;2060126092224504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:52;ICT.551;In-circuit test;2060126092224503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:51;ICT.551;In-circuit test;2060126092224502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:51;ICT.551;In-circuit test;2060126092224501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:01;ICT.551;In-circuit test;2060126093927504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:01;ICT.551;In-circuit test;2060126093927503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:00;ICT.551;In-circuit test;2060126093927502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:09:00;ICT.551;In-circuit test;2060126093927501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:08:10;ICT.551;In-circuit test;2060126094009504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:08:10;ICT.551;In-circuit test;2060126094009503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:08:10;ICT.551;In-circuit test;2060126094009502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:08:10;ICT.551;In-circuit test;2060126094009501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:07:20;ICT.551;In-circuit test;2060126093845504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:07:19;ICT.551;In-circuit test;2060126093845503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:07:19;ICT.551;In-circuit test;2060126093845502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:07:19;ICT.551;In-circuit test;2060126093845501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:06:19;ICT.551;In-circuit test;2070126204101504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:06:19;ICT.551;In-circuit test;2070126204101503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:06:18;ICT.551;In-circuit test;2070126204101502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:06:18;ICT.551;In-circuit test;2070126204101501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:05:26;ICT.551;In-circuit test;2070126203900504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:05:26;ICT.551;In-circuit test;2070126203900503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:05:26;ICT.551;In-circuit test;2070126203900502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:05:26;ICT.551;In-circuit test;2070126203900501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:04:35;ICT.551;In-circuit test;2070126203817504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:04:35;ICT.551;In-circuit test;2070126203817503_EE0FC4A57;29213243;1;29213243_G70LHCID_01;;;;
2026.01.15 16:04:34;ICT.551;In-circuit test;2070126203817502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:04:34;ICT.551;In-circuit test;2070126203817501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:03:44;ICT.551;In-circuit test;2070126203653504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:03:44;ICT.551;In-circuit test;2070126203653503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:03:43;ICT.551;In-circuit test;2070126203653502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:03:43;ICT.551;In-circuit test;2070126203653501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:53;ICT.551;In-circuit test;2070126203610504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:53;ICT.551;In-circuit test;2070126203610503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:53;ICT.551;In-circuit test;2070126203610502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:52;ICT.551;In-circuit test;2070126203610501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:03;ICT.551;In-circuit test;2070126203405504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:02;ICT.551;In-circuit test;2070126203405503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:02;ICT.551;In-circuit test;2070126203405502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:02:02;ICT.551;In-circuit test;2070126203405501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:01:12;ICT.551;In-circuit test;2070126203528504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:01:11;ICT.551;In-circuit test;2070126203528503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:01:11;ICT.551;In-circuit test;2070126203528502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:01:11;ICT.551;In-circuit test;2070126203528501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:00:21;ICT.551;In-circuit test;2070126203202504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:00:21;ICT.551;In-circuit test;2070126203202503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:00:20;ICT.551;In-circuit test;2070126203202502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 16:00:20;ICT.551;In-circuit test;2070126203202501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:59:31;ICT.551;In-circuit test;2070126203446504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:59:30;ICT.551;In-circuit test;2070126203446503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:59:30;ICT.551;In-circuit test;2070126203446502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:59:30;ICT.551;In-circuit test;2070126203446501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:58:40;ICT.551;In-circuit test;2070126203325504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:58:40;ICT.551;In-circuit test;2070126203325503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:58:39;ICT.551;In-circuit test;2070126203325502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:58:39;ICT.551;In-circuit test;2070126203325501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:57:49;ICT.551;In-circuit test;2070126203243504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:57:49;ICT.551;In-circuit test;2070126203243503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:57:49;ICT.551;In-circuit test;2070126203243502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:57:48;ICT.551;In-circuit test;2070126203243501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:58;ICT.551;In-circuit test;2070126201254504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:58;ICT.551;In-circuit test;2070126201254503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:58;ICT.551;In-circuit test;2070126201254502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:57;ICT.551;In-circuit test;2070126201254501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:07;ICT.551;In-circuit test;2070126202645504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:07;ICT.551;In-circuit test;2070126202645503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:06;ICT.551;In-circuit test;2070126202645502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:56:06;ICT.551;In-circuit test;2070126202645501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:55:16;ICT.551;In-circuit test;2070126203121504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:55:16;ICT.551;In-circuit test;2070126203121503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:55:16;ICT.551;In-circuit test;2070126203121502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:55:15;ICT.551;In-circuit test;2070126203121501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:54:26;ICT.551;In-circuit test;2070126203041504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:54:26;ICT.551;In-circuit test;2070126203041503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:54:25;ICT.551;In-circuit test;2070126203041502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:54:25;ICT.551;In-circuit test;2070126203041501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:50:23;ICT.551;In-circuit test;2060126104707504_EE0FC4A93;29213243;1;29213243_G70LHCID_01;;;;
2026.01.15 15:50:23;ICT.551;In-circuit test;2060126104707503_EE0FC4A57;29213243;1;29213243_G70LHCID_01;;;;
2026.01.15 15:50:23;ICT.551;In-circuit test;2060126104707502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:50:23;ICT.551;In-circuit test;2060126104707501_EE0FC4A57;29213243;1;29213243_G70LHCID_01;;;;
2026.01.15 15:49:36;ICT.551;In-circuit test;2060126113910504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:49:36;ICT.551;In-circuit test;2060126113910503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:49:36;ICT.551;In-circuit test;2060126113910502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:49:35;ICT.551;In-circuit test;2060126113910501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:48:45;ICT.551;In-circuit test;2060126114520504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:48:45;ICT.551;In-circuit test;2060126114520503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:48:45;ICT.551;In-circuit test;2060126114520502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:48:44;ICT.551;In-circuit test;2060126114520501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:47:53;ICT.551;In-circuit test;2060126100724504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:47:53;ICT.551;In-circuit test;2060126100724503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:47:53;ICT.551;In-circuit test;2060126100724502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:47:53;ICT.551;In-circuit test;2060126100724501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:47:02;ICT.551;In-circuit test;2060126092955504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:47:02;ICT.551;In-circuit test;2060126092955503_EE0FC4A56;29213243;1;29213243_G70LHCID_01;;;;
2026.01.15 15:47:01;ICT.551;In-circuit test;2060126092955502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:47:01;ICT.551;In-circuit test;2060126092955501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:46:10;ICT.551;In-circuit test;2060126101450504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:46:10;ICT.551;In-circuit test;2060126101450503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:46:10;ICT.551;In-circuit test;2060126101450502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:46:10;ICT.551;In-circuit test;2060126101450501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:45:19;ICT.551;In-circuit test;2060126092915504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:45:19;ICT.551;In-circuit test;2060126092915503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:45:19;ICT.551;In-circuit test;2060126092915502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:45:19;ICT.551;In-circuit test;2060126092915501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:44:28;ICT.551;In-circuit test;2060126101802504;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:44:28;ICT.551;In-circuit test;2060126101802503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:44:28;ICT.551;In-circuit test;2060126101802502;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:44:28;ICT.551;In-circuit test;2060126101802501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:42:14;ICT.551;In-circuit test;2060126101327504;29213243;1;29213243_G70LHCID_01;"8000001,;";;;
2026.01.15 15:42:14;ICT.551;In-circuit test;2060126101327503;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 15:42:05;ICT.551;In-circuit test;2060126101327502_EE0FC4A56;29213243;1;29213243_G70LHCID_01;;;;
2026.01.15 15:42:04;ICT.551;In-circuit test;2060126101327501;29213243;0;29213243_G70LHCID_01;;;;
2026.01.15 10:26:55;ICT.551;In-circuit test;2080126145811504;27899416;0;27899416-1;;;;
2026.01.15 10:26:55;ICT.551;In-circuit test;2080126145811503;27899416;1;27899416-1;"8000001,;";;;
2026.01.15 10:26:55;ICT.551;In-circuit test;2080126145811502;27899416;0;27899416-1;;;;
2026.01.15 10:26:55;ICT.551;In-circuit test;2080126145811501;27899416;1;27899416-1;"8000001,;";;;
2026.01.15 10:25:35;ICT.551;In-circuit test;2080126145932504;27899416;0;27899416-1;;;;
2026.01.15 10:25:34;ICT.551;In-circuit test;2080126145932503;27899416;0;27899416-1;;;;
2026.01.15 10:25:33;ICT.551;In-circuit test;2080126145932502;27899416;0;27899416-1;;;;
2026.01.15 10:25:32;ICT.551;In-circuit test;2080126145932501;27899416;0;27899416-1;;;;
2026.01.15 10:24:33;ICT.551;In-circuit test;2080126143754504;27899416;0;27899416-1;;;;
2026.01.15 10:24:33;ICT.551;In-circuit test;2080126143754503;27899416;0;27899416-1;;;;
2026.01.15 10:24:33;ICT.551;In-circuit test;2080126143754502;27899416;0;27899416-1;;;;
2026.01.15 10:24:33;ICT.551;In-circuit test;2080126143754501;27899416;0;27899416-1;;;;
2026.01.15 10:23:32;ICT.551;In-circuit test;2080126150054504;27899416;1;27899416-1;"8000001,;";;;
2026.01.15 10:23:32;ICT.551;In-circuit test;2080126150054503;27899416;0;27899416-1;;;;
2026.01.15 10:23:32;ICT.551;In-circuit test;2080126150054502;27899416;0;27899416-1;;;;
2026.01.15 10:23:32;ICT.551;In-circuit test;2080126150054501;27899416;0;27899416-1;;;;
2026.01.15 10:22:32;ICT.551;In-circuit test;2080126145450504;27899416;0;27899416-1;;;;
2026.01.15 10:22:32;ICT.551;In-circuit test;2080126145450503;27899416;0;27899416-1;;;;
2026.01.15 10:22:32;ICT.551;In-circuit test;2080126145450502;27899416;0;27899416-1;;;;
2026.01.15 10:22:31;ICT.551;In-circuit test;2080126145450501;27899416;0;27899416-1;;;;
2026.01.15 10:21:31;ICT.551;In-circuit test;2080126145217504;27899416;0;27899416-1;;;;
2026.01.15 10:21:31;ICT.551;In-circuit test;2080126145217503;27899416;0;27899416-1;;;;
2026.01.15 10:21:31;ICT.551;In-circuit test;2080126145217502;27899416;0;27899416-1;;;;
2026.01.15 10:21:31;ICT.551;In-circuit test;2080126145217501;27899416;0;27899416-1;;;;
2026.01.15 10:20:31;ICT.551;In-circuit test;2080126145258504;27899416;0;27899416-1;;;;
2026.01.15 10:20:31;ICT.551;In-circuit test;2080126145258503;27899416;0;27899416-1;;;;
2026.01.15 10:20:30;ICT.551;In-circuit test;2080126145258502;27899416;0;27899416-1;;;;
2026.01.15 10:20:30;ICT.551;In-circuit test;2080126145258501;27899416;0;27899416-1;;;;
2026.01.15 10:19:30;ICT.551;In-circuit test;2080126153429504;27899416;0;27899416-1;;;;
2026.01.15 10:19:30;ICT.551;In-circuit test;2080126153429503;27899416;0;27899416-1;;;;
2026.01.15 10:19:29;ICT.551;In-circuit test;2080126153429502;27899416;0;27899416-1;;;;
2026.01.15 10:19:29;ICT.551;In-circuit test;2080126153429501;27899416;0;27899416-1;;;;
2026.01.15 10:18:28;ICT.551;In-circuit test;2080126145409504;27899416;0;27899416-1;;;;
2026.01.15 10:18:28;ICT.551;In-circuit test;2080126145409503;27899416;1;27899416-1;"8000001,;";;;
2026.01.15 10:18:27;ICT.551;In-circuit test;2080126145409502;27899416;0;27899416-1;;;;
2026.01.15 10:18:27;ICT.551;In-circuit test;2080126145409501;27899416;1;27899416-1;"8000001,;";;;
2026.01.15 09:40:57;ICT.551;In-circuit test;2191225091451504_EE0FAAD59;27367343;1;27367343_G65LHCID_01;;SMD.REP.002;;
2026.01.15 09:40:53;ICT.551;In-circuit test;2191225091451504_EE0FAAD59;27367343;1;27367343_G65LHCID_01;;SMD.REP.002;;
2026.01.14 13:48:49;ICT.551;In-circuit test;2080126153348504;27899416;0;27899416-1;;;;
2026.01.14 13:48:49;ICT.551;In-circuit test;2080126153348503;27899416;1;27899416-1;"8000001,;8000001,;";;;
2026.01.14 13:48:49;ICT.551;In-circuit test;2080126153348502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:48:48;ICT.551;In-circuit test;2080126153348501;27899416;1;27899416-1;"8000001,;8000001,;";;;
2026.01.14 13:47:57;ICT.551;In-circuit test;2080126153307504;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:47:57;ICT.551;In-circuit test;2080126153307503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:47:57;ICT.551;In-circuit test;2080126153307502;27899416;0;27899416-1;;;;
2026.01.14 13:47:57;ICT.551;In-circuit test;2080126153307501;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:47:14;ICT.551;In-circuit test;2080126153146504;27899416;0;27899416-1;;;;
2026.01.14 13:47:13;ICT.551;In-circuit test;2080126153146503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:47:13;ICT.551;In-circuit test;2080126153146502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:47:13;ICT.551;In-circuit test;2080126153146501;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:46:21;ICT.551;In-circuit test;2080126153106504;27899416;0;27899416-1;;;;
2026.01.14 13:46:21;ICT.551;In-circuit test;2080126153106503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:46:21;ICT.551;In-circuit test;2080126153106502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:46:21;ICT.551;In-circuit test;2080126153106501;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:45:34;ICT.551;In-circuit test;2080126152700504;27899416;0;27899416-1;;;;
2026.01.14 13:45:34;ICT.551;In-circuit test;2080126152700503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:45:34;ICT.551;In-circuit test;2080126152700502;27899416;0;27899416-1;;;;
2026.01.14 13:45:34;ICT.551;In-circuit test;2080126152700501;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:44:45;ICT.551;In-circuit test;2080126152458504;27899416;0;27899416-1;;;;
2026.01.14 13:44:44;ICT.551;In-circuit test;2080126152458503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:44:44;ICT.551;In-circuit test;2080126152458502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:44:44;ICT.551;In-circuit test;2080126152458501;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:44:01;ICT.551;In-circuit test;2080126143754504_EE0F99704;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:44:00;ICT.551;In-circuit test;2080126143754503_EE0F99705;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:44:00;ICT.551;In-circuit test;2080126143754502_EE0F99705;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:44:00;ICT.551;In-circuit test;2080126143754501_EE0F99705;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:43:22;ICT.551;In-circuit test;2080126152026504;27899416;0;27899416-1;;;;
2026.01.14 13:43:21;ICT.551;In-circuit test;2080126152026503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:43:21;ICT.551;In-circuit test;2080126152026502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:43:17;ICT.551;In-circuit test;2080126152026501;27899416;0;27899416-1;;;;
2026.01.14 13:28:00;ICT.551;In-circuit test;2080126151945504_EE0F99705;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:27:59;ICT.551;In-circuit test;2080126151945503_EE0F99706;27899416;1;27899416-1;"8000001,;8000001,;8000001,;";;;
2026.01.14 13:27:59;ICT.551;In-circuit test;2080126151945502_EE0F99706;27899416;1;27899416-1;"8000001,;8000001,;";;;
2026.01.14 13:27:58;ICT.551;In-circuit test;2080126151945501_EE0F99706;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:27:24;ICT.551;In-circuit test;2080126151542504;27899416;0;27899416-1;;;;
2026.01.14 13:27:24;ICT.551;In-circuit test;2080126151542503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:27:23;ICT.551;In-circuit test;2080126151542502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:27:23;ICT.551;In-circuit test;2080126151542501;27899416;0;27899416-1;;;;
2026.01.14 13:26:31;ICT.551;In-circuit test;2080126151743504;27899416;0;27899416-1;;;;
2026.01.14 13:26:31;ICT.551;In-circuit test;2080126151743503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:26:31;ICT.551;In-circuit test;2080126151743502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:26:31;ICT.551;In-circuit test;2080126151743501;27899416;0;27899416-1;;;;
2026.01.14 13:23:50;ICT.551;In-circuit test;2080126151823504;27899416;0;27899416-1;;;;
2026.01.14 13:23:49;ICT.551;In-circuit test;2080126151823503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:23:49;ICT.551;In-circuit test;2080126151823502;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:23:49;ICT.551;In-circuit test;2080126151823501;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:17:05;ICT.551;In-circuit test;2110925020156503;27899416;0;27899416-1;;;;
2026.01.14 13:17:05;ICT.551;In-circuit test;2110925020156502;27899416;0;27899416-1;;;;
2026.01.14 13:17:04;ICT.551;In-circuit test;2110925020156501;27899416;0;27899416-1;;;;
2026.01.14 13:16:14;ICT.551;In-circuit test;2110925023833503;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 13:16:14;ICT.551;In-circuit test;2110925023833502;27899416;0;27899416-1;;;;
2026.01.14 13:16:13;ICT.551;In-circuit test;2110925023833501;27899416;0;27899416-1;;;;
2026.01.14 13:15:21;ICT.551;In-circuit test;2110925015742503;27899416;0;27899416-1;;;;
2026.01.14 13:15:21;ICT.551;In-circuit test;2110925015742502;27899416;0;27899416-1;;;;
2026.01.14 13:15:21;ICT.551;In-circuit test;2110925015742501;27899416;0;27899416-1;;;;
2026.01.14 13:14:28;ICT.551;In-circuit test;2110925020104503;27899416;1;27899416-1;;;;
2026.01.14 13:14:28;ICT.551;In-circuit test;2110925020104502;27899416;0;27899416-1;;;;
2026.01.14 13:14:28;ICT.551;In-circuit test;2110925020104501;27899416;0;27899416-1;;;;
2026.01.14 12:33:43;ICT.551;In-circuit test;2080126151904504;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 12:33:43;ICT.551;In-circuit test;2080126151904502;27899416;0;27899416-1;;;;
2026.01.14 12:33:42;ICT.551;In-circuit test;2080126151904501;27899416;1;27899416-1;"8000001,;";;;
2026.01.14 12:32:34;ICT.551;In-circuit test;2080126151704504;27899416;0;27899416-1;;;;
2026.01.14 10:13:31;ICT.551;In-circuit test;2070126191203504;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:13:31;ICT.551;In-circuit test;2070126191203503;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:13:31;ICT.551;In-circuit test;2070126191203502;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:13:31;ICT.551;In-circuit test;2070126191203501;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:11:48;ICT.551;In-circuit test;2070126192402504;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:11:47;ICT.551;In-circuit test;2070126192402503;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:11:47;ICT.551;In-circuit test;2070126192402502;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:11:47;ICT.551;In-circuit test;2070126192402501;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:10:55;ICT.551;In-circuit test;2070126191122504;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:10:55;ICT.551;In-circuit test;2070126191122503;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:10:55;ICT.551;In-circuit test;2070126191122502;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:10:54;ICT.551;In-circuit test;2070126191122501;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:07:07;ICT.551;In-circuit test;2070126200122504;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:07:07;ICT.551;In-circuit test;2070126200122503;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:07:07;ICT.551;In-circuit test;2070126200122502;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:07:06;ICT.551;In-circuit test;2070126200122501;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:05:48;ICT.551;In-circuit test;2070126194206504;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:05:47;ICT.551;In-circuit test;2070126194206503;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:05:47;ICT.551;In-circuit test;2070126194206502;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:05:46;ICT.551;In-circuit test;2070126194206501;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:04:53;ICT.551;In-circuit test;2060126112325504;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:04:53;ICT.551;In-circuit test;2060126112325503;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:04:52;ICT.551;In-circuit test;2060126112325502;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 10:04:52;ICT.551;In-circuit test;2060126112325501;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 09:44:20;ICT.551;In-circuit test;2060126114032504;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 09:44:19;ICT.551;In-circuit test;2060126114032503;29212943;0;29212943_G50LHCID_01;;;;
2026.01.14 09:44:19;ICT.551;In-circuit test;2060126114032502;29212943;0;29212943_G50LHCID_01;;;;
